Country,Dimension ,Indicator,Assessment,Criteria,Explanation,Source,URL,size
Kyrgyz Republic,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No information,5. Not scored,No reporting expected on additional debt statistics. There are no guarantees related to loans and PPPs; no outstanding arrears; and no outstanding legal disputes,No source,No source,1
Bhutan,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),Comprehensive reporting covering the current or previous year of this assessment,4. Full,The BL (FY 2020/2021) reports and quantifies both explicit and implicit CLs (Chapter 6),https://www.mof.gov.bt/wp-content/uploads/2020/06/BUDGET2020-21.pdf,https://www.mof.gov.bt/wp-content/uploads/2020/06/BUDGET2020-21.pdf,1
Rwanda,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),Comprehensive reporting covering the current or previous year of this assessment,4. Full,Reporting is expected on guarantees related to loans and PPPs and the stock of domestic arrears at the minimum. Fiscal Risk Statement 2020  (dated June 2020) is available (incl. guaranteed debt by beneficiary),http://www.minecofin.gov.rw/fileadmin/templates/documents/Reports/Fiscal_Risk_Statements/Rwanda_Fiscal_Risk_Statement_June_2020_Final.pdf,http://www.minecofin.gov.rw/fileadmin/templates/documents/Reports/Fiscal_Risk_Statements/Rwanda_Fiscal_Risk_Statement_June_2020_Final.pdf,1
Cabo Verde,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),Partial reporting covering the current or previous year of this assessment,3. Partial,"Reporting on guarantees related to loans and PPPs is expected. The ""Contingent Liabilities Report: SOE Sector"" reports on guaranteed debt. Arrears and collaterilized debt is not expected. A comprehensive framework covering existing CLs is not yet available",https://www.mf.gov.cv/web/mf/divulgacao-de-relatorios/-/document_library/NuVIRRL3cT7z/view_file/682741?_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_NuVIRRL3cT7z_redirect=https%3A%2F%2Fwww.mf.gov.cv%2Fweb%2Fmf%2Fdivulgacao-de-relatorios%2F-%2Fdocument_library%2FNuVIRRL3cT7z%2Fview%2F682736%3F_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_NuVIRRL3cT7z_redirect%3Dhttps%253A%252F%252Fwww.mf.gov.cv%252Fweb%252Fmf%252Fdivulgacao-de-relatorios%252F-%252Fdocument_library%252FNuVIRRL3cT7z%252Fview%252F95178%253F_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_NuVIRRL3cT7z_redirect%253Dhttps%25253A%25252F%25252Fwww.mf.gov.cv%25252Fweb%25252Fmf%25252Fdivulgacao-de-relatorios%25252F-%25252Fdocument_library%25252FNuVIRRL3cT7z%25252Fview%25252F89154%25253F_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_NuVIRRL3cT7z_redirect%25253Dhttps%2525253A%2525252F%2525252Fwww.mf.gov.cv%2525252Fweb%2525252Fmf%2525252Fdivulgacao-de-relatorios%2525253Fp_p_id%2525253Dcom_liferay_document_library_web_portlet_DLPortlet_INSTANCE_NuVIRRL3cT7z%25252526p_p_lifecycle%2525253D0%25252526p_p_state%2525253Dnormal%25252526p_p_mode%2525253Dview#_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_NuVIRRL3cT7z_infoPanelId,https://www.mf.gov.cv/web/mf/divulgacao-de-relatorios/-/document_library/NuVIRRL3cT7z/view_file/682741?_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_NuVIRRL3cT7z_redirect=https%3A%2F%2Fwww.mf.gov.cv%2Fweb%2Fmf%2Fdivulgacao-de-relatorios%2F-%2Fdocument_library%2FNuVIRRL3cT7z%2Fview%2F682736%3F_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_NuVIRRL3cT7z_redirect%3Dhttps%253A%252F%252Fwww.mf.gov.cv%252Fweb%252Fmf%252Fdivulgacao-de-relatorios%252F-%252Fdocument_library%252FNuVIRRL3cT7z%252Fview%252F95178%253F_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_NuVIRRL3cT7z_redirect%253Dhttps%25253A%25252F%25252Fwww.mf.gov.cv%25252Fweb%25252Fmf%25252Fdivulgacao-de-relatorios%25252F-%25252Fdocument_library%25252FNuVIRRL3cT7z%25252Fview%25252F89154%25253F_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_NuVIRRL3cT7z_redirect%25253Dhttps%2525253A%2525252F%2525252Fwww.mf.gov.cv%2525252Fweb%2525252Fmf%2525252Fdivulgacao-de-relatorios%2525253Fp_p_id%2525253Dcom_liferay_document_library_web_portlet_DLPortlet_INSTANCE_NuVIRRL3cT7z%25252526p_p_lifecycle%2525253D0%25252526p_p_state%2525253Dnormal%25252526p_p_mode%2525253Dview#_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_NuVIRRL3cT7z_infoPanelId,1
Tonga,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),Partial reporting covering the current or previous year of this assessment,3. Partial,Reporting is expected on guarantees related to PPPs. There is no guaranteed debt since September 2018. The Budget Statement (2020-2021) discusses fiscal risks (page 12). There were no outstanding arrears or collaterilized debt. A comprehensive framework covering existing  CLs (incl. guarantees to PPPs) is not yet available,2 links: http://www.finance.gov.to/sites/default/files/2020-02/bud_stmt_1920_en.pdf AND http://www.finance.gov.to/sites/default/files/2020-09/Budget%20Statement%202020-2021_0.pdf,http://www.finance.gov.to/sites/default/files/2020-02/bud_stmt_1920_en.pdf,1
Madagascar,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),Partial reporting covering the current or previous year of this assessment,3. Partial,Reporting is expected on guarantees related to loans and PPPs. The Statistical Debt Bulletin (June 2020) reports on guaranteed debt (page 28). No comprehensive framework covering existing CLs (incl. guarantees related to PPPs) is yet available,2 links: http://www.tresorpublic.mg/?page_id=214&content=temp&type=bsd AND http://www.mefb.gov.mg/page_personnalisee/index/news/276,http://www.tresorpublic.mg/?page_id=214&content=temp&type=bsd,1
Kosovo,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),Partial reporting covering the current or previous year of this assessment,3. Partial,Reporting is expected on guarantees related to loans and PPPs. The Annual Bulletin 2019 on Public Debt reports on guaranteed debt (pages 25-26). No comprehensive framework covering existing CLs (incl. guarantees related to PPPs) is yet available,2 links: https://mf.rks-gov.net/desk/inc/media/4999DD6A-2886-4C03-BD50-D5924B085C1E.pdf AND https://mf.rks-gov.net/desk/inc/media/FA8401C2-A349-4490-B3AA-829465182EEB.pdf,https://mf.rks-gov.net/desk/inc/media/4999DD6A-2886-4C03-BD50-D5924B085C1E.pdf,1
Uganda,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),Partial reporting covering the current or previous year of this assessment,3. Partial,"Reporting is expected on guarantees related to loans and PPPs, legal proceedings, and the stock of domestic arrears. Report on Public Debt, Guarantees, Other Financial Liabilities (2019/2020) reports on guaranteed debt by beneficiary (pages 25-26), legal proceedings (page 29), and the stock of domestic arrears (pages 31-32). Section 6 of the report misses to report only on possible guarantees related to PPPs contracted before the enactement of the PPP Act 2015",https://www.finance.go.ug/sites/default/files/Publications/Public%20Debt%20Report%20MTDS%2019-20.pdf,https://www.finance.go.ug/sites/default/files/Publications/Public%20Debt%20Report%20MTDS%2019-20.pdf,1
Guinea,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),Partial reporting covering the current or previous year of this assessment,3. Partial,"Reporting is expected on guarantees related to loans and PPPs and the stock of domestic arrears. The Statistical Public Debt Bulletin, 2020 Q1 publishes the stock of guaranteed debt with name of beneficiaries (pages 8-17). The stock of domestic arrears is clearly identified in the DMS.  No comprehensive framework covering existing CLs is yet available",2 links: https://www.mef.gov.gn/images/DOCS/Bulletin-Statistique-Guine-1er-trimestre-DNDAPD-23-09-2019.pdf AND https://www.mef.gov.gn/images/DOCS/Stratgie-de-la-Dette--Moyen-Terme-2020----2024-VF.pdf,https://www.mef.gov.gn/images/DOCS/Bulletin-Statistique-Guine-1er-trimestre-DNDAPD-23-09-2019.pdf,1
Togo,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),Partial reporting covering the current or previous year of this assessment,3. Partial,Reporting is expected on guarantees related to loans and PPPs and the stock of domestic arrears. The debt bulletin (Q2 2020 ) reports that there is no guaranteed debt as of end-June 2020 and arrears are reported (pages 8-24-25). A comprehensive framework covering existing CLs (incl. guarantees to PPPs) is not yet available,http://www.togoreforme.com/fr/index.php?option=com_content&view=category&layout=blog&id=43&Itemid=86,http://www.togoreforme.com/fr/index.php?option=com_content&view=category&layout=blog&id=43&Itemid=86,1
Samoa,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),Partial reporting covering the current or previous year of this assessment,3. Partial,Reporting is expected on guaranteed debt. The Quarterly Public Debt Bulletin (March 2020) reports on guaranteed debt (pages 2-3). No comprehensive framework covering existing CLs is yet available,2 links: https://www.mof.gov.ws/wp-content/uploads/2020/05/QDB-Mar-2020-Final.pdf AND https://www.mof.gov.ws/fiscal-strategy-statement/,https://www.mof.gov.ws/wp-content/uploads/2020/05/QDB-Mar-2020-Final.pdf,1
Maldives,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),Partial reporting covering the current or previous year of this assessment,3. Partial,Reporting is expected on guaranteed debt. The Public Debt Bulletin (December 2019) reports on guaranteed debt (pages 12-13). No comprehensive framework covering existing CLs is yet available,http://www.finance.gov.mv/public-debt-bulletin,http://www.finance.gov.mv/public-debt-bulletin,1
Fiji,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),Partial reporting covering the current or previous year of this assessment,3. Partial,Only reporting on guarantees related to loans is expected. The Debt Bulletin of April 2020 reports guaranteed debt by beneficiary. No comprehensive framework covering existing other CLs is yet available,http://www.economy.gov.fj/images/Budget/budgetdocuments/supplements/BUDGET-SUPPLEMENT.pdf,http://www.economy.gov.fj/images/Budget/budgetdocuments/supplements/BUDGET-SUPPLEMENT.pdf,1
Mali,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),Limited reporting covering the current or previous year of this assessment,2. Limited,"Reporting on guarantees related to lPPPs and the stock of domestic debt arrears is expected at the minimum. The Fiscal Risk Statement included in the 2020 Budget Law should be more detailed (Annex W of BL, page 886)",https://www.finances.gouv.ml/presse/loi-de-finances-2020,https://www.finances.gouv.ml/presse/loi-de-finances-2020,1
Ghana,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),Limited reporting covering the current or previous year of this assessment,2. Limited,"Reporting on guarantees related to loans and PPPs, the stock of domestic arrears, and collaterilized debt is expexted. The Annual Public Debt Report for 2019 reports on guaranteed debt by beneficiary (page 34). It does not report on the stock of domestic arrears (although a reference is made on arrears clearance). The 2020 Fiscal Strategy Document includes a fiscal risk statement with identification of CLs but without quantifying them.",https://www.mofep.gov.gh/index.php/reports/2019-08-07/2020-fiscal-strategy-document,https://www.mofep.gov.gh/index.php/reports/2019-08-07/2020-fiscal-strategy-document,1
Lesotho,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),Limited reporting covering the current or previous year of this assessment,2. Limited,Reporting is expected on guarantees related to loans and the Mamohato PPP and the stock of domestic debt arrears. Publicly guaranteed debt as end-March 2020 is published on the MoF website. No comprehensive framework covering existing CLs is yet available,2 links: http://www.finance.gov.ls/documents/debt%20downloads/Publicly%20Guaranteed%20Debt.pdf AND http://www.finance.gov.ls/documents/Budget%20Formulation/Budget%20Strategy%20Paper/BSP_2019-20.pdf,http://www.finance.gov.ls/documents/debt%20downloads/Publicly%20Guaranteed%20Debt.pdf,1
Kenya,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),Limited reporting covering the current or previous year of this assessment,2. Limited,"Reporting is expected on guarantees related to loans and PPPs and the stock of domestic arrears. Public Debt Management Report, 2019/2020 reports on both types of guarantees (loans and PPPs; pages 52-53 and 34-35 & 55-58). The 2020 Budget Policy Statement lists  the explicit and implicit CLs. CL-related to guarantees and PPP are quantified (Annx 2), but arrears are not reported",2 links: https://treasury.go.ke/component/jdownloads/send/212-budget-policy-statement/1510-2020-budget-policy-statement.html AND https://treasury.go.ke/publications/pdmo/category/157-annual-debt-management.html,https://treasury.go.ke/component/jdownloads/send/212-budget-policy-statement/1510-2020-budget-policy-statement.html,1
São Tomé and Principe,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),Limited reporting covering the current or previous year of this assessment,2. Limited,"Reporting is expected on guarantees related to loans and 1 PPP (Sinergie concession contract), the stock of domestic and external arrears and collaterilized debt. The Quarterly Bulletin, Management and Monitoring of Public Debt (1st Semester 2020) reports on guaranteed debt (comfort letters) by beneficiary (page 16) and domestic and external arrears (pages 6 and 9). It fails to report on collaterilized debt. No comprehensive framework covering existing CLs is yet available",https://www.financas.gov.st/index.php/publicacoes/documentos/category/147-publicacoes,https://www.financas.gov.st/index.php/publicacoes/documentos/category/147-publicacoes,1
Malawi,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),Limited reporting covering the current or previous year of this assessment,2. Limited,Reporting is expected on guaranteed debt and the stock of domestic debt arrears. The Annual Public Debt Report (2019/2020) reports on guarantee debt (page 22). No comprehensive framework covering existing CLs is yet available,https://www.finance.gov.mw/index.php/blog/budget,https://www.finance.gov.mw/index.php/blog/budget,1
Afghanistan,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,Reporting on possible guarantees related to PPPs is expected. No comprehensive framework covering existing CLs is yet available,https://mof.gov.af/en/fiscal-strategy-papers,https://mof.gov.af/en/fiscal-strategy-papers,1
Chad,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,"Reporting on guarantees related to loans, the stock of domestic and external arrears and collaterilized debt is expected. No comprehensive framework covering existing CLs (incl. guarantees related to loans with name of beneficiaries) is yet available",https://finances.gouv.td/index.php/publications/lois-des-finances,https://finances.gouv.td/index.php/publications/lois-des-finances,1
Central African Republic,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,Reporting on guarantees related to loans and the stock of domestic and external arrears is expected. No comprehensive framework covering existing CLs (incl. guarantees related to loans with name of beneficiaries) is yet available,http://www.finances-budget.cf/documents,http://www.finances-budget.cf/documents,1
Bangladesh,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,"Reporting on guarantees related to loans and PPPs is expected. The Medium Term Macroeconomic Policy Statement 2020-2021/2022-2023 reports on total amounts guarantees as of May 2020, but fails to provide details by beneficiary. No comprehensive framework covering existing CLs (incl. guarantees related to PPPs) is yet available",https://mof.portal.gov.bd/sites/default/files/files/mof.portal.gov.bd/page/ed9e8b19_ccba_4cca_94b1_c40013f7a760/MTMPS_2020-21_English.pdf,https://mof.portal.gov.bd/sites/default/files/files/mof.portal.gov.bd/page/ed9e8b19_ccba_4cca_94b1_c40013f7a760/MTMPS_2020-21_English.pdf,1
"Congo, Rep.",3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,"Reporting on guarantees related to loans and PPPs and the stock of domestic, and external arrears and collaterilized debt is expected. No comprehensive framework covering existing CLs (incl. guarantees related to loans with name of beneficiaries) is yet available",https://www.finances.gouv.cg/sites/default/files/documents/Projet%20LF%202020%20%2B%20ERRATA.pdf,https://www.finances.gouv.cg/sites/default/files/documents/Projet%20LF%202020%20%2B%20ERRATA.pdf,1
Djibouti,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,Reporting on guarantees related to loans and PPPs and the stock of domestic and external arrears is expected. No comprehensive framework covering existing CLs (incl. guarantees related to loans with name of beneficiaries) is yet available,http://www.ministerebudget.gouv.dj/wp-content/uploads/2020/01/LFI-2020-N°-69-AN-19-8eĚme-L.pdf,http://www.ministerebudget.gouv.dj/wp-content/uploads/2020/01/LFI-2020-N°-69-AN-19-8eĚme-L.pdf,1
Burkina Faso,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,Reporting on guarantees related to loans and PPP is expected. No comprehensive framework covering existing CLs (incl. guarantees related to loans with name of beneficiaries) is yet available,http://www.dgb.gov.bf/index.php?option=com_content&view=article&id=214:projet-de-lois-de-finances-2020&catid=2&Itemid=300,http://www.dgb.gov.bf/index.php?option=com_content&view=article&id=214:projet-de-lois-de-finances-2020&catid=2&Itemid=300,1
Cameroon,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,Reporting on guarantees related to loans and PPP and the stock of domestic arrears is expected. No comprehensive framework covering existing CLs (incl. guarantees related to loans with name of beneficiaries) is yet available,https://www.dgb.cm/zone-documentaire/#,https://www.dgb.cm/zone-documentaire/#,1
"Congo, Dem. Rep.",3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,Reporting on guarantees related to loans and possibly to one PPP (Orange Congo DRC) and the stock of domestic arrears is expected. No comprehensive framework covering existing CLs (incl. guarantees related to loans with name of beneficiaries) is yet available,https://budget.gouv.cd/budget-2020/,https://budget.gouv.cd/budget-2020/,1
Comoros,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,Reporting on guarantees related to loans and possibly to one PPP (Mutsamudu Port) and the stock of external arrears is expected. No comprehensive framework covering existing CLs (incl. guarantees related to loans with name of beneficiaries) is yet available,No source,No source,1
Burundi,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,Reporting on guaranteed debt is expected. No comprehensive framework covering existing CLs (incl. guarantees related to loans with name of beneficiaries) is yet available,https://www.obr.bi/images/LOI_BUDGETAIRE_2020-2021_DU_15_MAI_2020.pdf,https://www.obr.bi/images/LOI_BUDGETAIRE_2020-2021_DU_15_MAI_2020.pdf,1
Nepal,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,"Reporting is expected on guarantees related to loans and PPPs. The Annual Status Review of Public Enterprises (2019) reports on SOE debt, but guaranteed debt is not itemized separately. No comprehensive framework covering existing CLs (incl. guaranteed debt with name of beneficiaries) is yet available",https://mof.gov.np/en/archive-documents/soe-information--yellow-book-29.html?lang=,https://mof.gov.np/en/archive-documents/soe-information--yellow-book-29.html?lang=,1
Nicaragua,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,"Reporting is expected on guarantees related to loans and PPPs. No search for a fiscal strategy report could be conducted, as the ""publication"" section of the MoF website (""Documentos"") was not responsive despite several attempts. The Public Debt Report does not itemize guaranteed debt by beneficiary",2 links: http://www.hacienda.gob.ni AND https://www.bcn.gob.ni/publicaciones/periodicidad/trimestral/deuda/index.php,http://www.hacienda.gob.ni,1
Mongolia,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,Reporting is expected on guarantees related to loans and PPPs. No comprehensive framework covering existing CLs (incl. guaranteed debt with name of beneficiaries) is yet available,No source,No source,1
Lao PDR,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,Reporting is expected on guarantees related to loans and PPPs. No comprehensive framework covering existing CLs (incl. guaranteed debt with name of beneficiaries) is yet available,No source,No source,1
Nigeria,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,Reporting is expected on guarantees related to loans and PPPs. No comprehensive framework covering existing CLs (incl. guaranteed debt with name of beneficiaries) is yet available,https://africacheck.org/wp-content/uploads/2020/09/Nigeria-MTEF-Fiscal-Strategy-Paper-2020-22.pdf,https://africacheck.org/wp-content/uploads/2020/09/Nigeria-MTEF-Fiscal-Strategy-Paper-2020-22.pdf,1
Myanmar,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,Reporting is expected on guarantees related to loans and PPPs. No comprehensive framework covering existing CLs (incl. guaranteed debt with name of beneficiaries) is yet available,,,1
Vanuatu,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,Reporting is expected on guarantees related to loans and PPPs. A comprehensive framework covering existing CLs (incl. guaranteed debt) is not yet available. The Budget Statement (2021) reports that the authorities will be considering fiscal risks associated with CLs (page 19),https://doft.gov.vu/images/2020/Budget/Policy_Statement/2021_Budget_Policy_Statement_English.pdf,https://doft.gov.vu/images/2020/Budget/Policy_Statement/2021_Budget_Policy_Statement_English.pdf,1
St. Lucia,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,Reporting is expected on guarantees related to loans and PPPs. A comprehensive framework covering existing CLs (incl. guaranteed debt with name of beneficiaries) is not yet available,No source,No source,1
Tajikistan,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,Reporting is expected on guarantees related to loans and PPPs. A comprehensive framework covering existing CLs (incl. guaranteed debt with name of beneficiaries) is not yet available,http://ncl.tj/main-menu/strategies,http://ncl.tj/main-menu/strategies,1
Niger,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,"Reporting is expected on guarantees related to loans and PPPs, the stock of domestic arrears, and collaterilized debt. No comprehensive framework covering existing CLs (incl. guaranteed debt with name of beneficiaries) is yet available",http://www.finances.gouv.ne/index.php/lois-de-finances/file/602-2019-josp-n-28-lf-2020-1er-cahier,http://www.finances.gouv.ne/index.php/lois-de-finances/file/602-2019-josp-n-28-lf-2020-1er-cahier,1
Sudan,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,"Reporting is expected on guarantees related to loans and PPPs, the stock of domestic and external arrears, and collaterilized debt. A comprehensive framework covering existing CLs (incl. guaranteed debt with name of beneficiaries) is not yet available",No source,No source,1
Liberia,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,"Reporting is expected on guarantees related to loans and PPPs and the stock of domestic debt arrears. The Public Debt Management Report (Fourth Quarter 2019/2020, June 2020) does not itemize separately guarantees. In addition, name of beneficiaries would need to be provided. No comprehensive framework covering existing CLs (incl. guaranteed debt with name of beneficiaries) is yet available",https://www.mfdp.gov.lr/index.php/docs/the-national-budget,https://www.mfdp.gov.lr/index.php/docs/the-national-budget,1
Senegal,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,Reporting is expected on guarantees related to loans and PPPs and the stock of domestic arrears. No comprehensive framework covering existing CLs is yet available. The Multi-Annual Budget Programming Report (2021-2023) discusses the inclusion of CLs related to guarantees and PPP contracts in the debt coverage in the future (page 52),No source,No source,1
Tanzania,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,"Reporting is expected on guarantees related to loans and PPPs and the stock of domestic and external arrears. The Revised Medium-Term Strategic Plan (2017/18-2021/22) includes annual monitoring of CLs by June 2022. The Office of the Treasury Registrar prepares an annual statement on guaranteed loans, but it could not be found online. A comprehensive framework covering existing CLs (incl. guaranteed debt with name of beneficiaries) is not yet available",https://mof.go.tz/docs/REVISED%20STRATEGIC%20PLAN.pdf,https://mof.go.tz/docs/REVISED%20STRATEGIC%20PLAN.pdf,1
Somalia,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,Reporting is expected on guarantees related to loans and PPPs and the stock of domestic and external arrears. A comprehensive framework covering existing CLs (incl. guaranteed debt with name of beneficiaries) is not yet available,https://mof.gov.so/publication/budget-strategy-paper-bsp-fy2021,https://mof.gov.so/publication/budget-strategy-paper-bsp-fy2021,1
Haiti,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,Reporting is expected on guarantees related to loans and PPPs and the stock of domestic and extenal debt.  No comprehensive framework covering existing CLs (incl. guaranteed debt with name of beneficiaries) is yet available,http://www.mef.gouv.ht/docs/budget-2020-2021.pdf,http://www.mef.gouv.ht/docs/budget-2020-2021.pdf,1
Solomon Islands,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,"Reporting is expected on guarantees related to loans and possibly to 2 PPPs (CWP Kovin Wind Farm & Kentor Savo Geothermal Plant). The Debt Report (June 2020) reports no guaranteed debt, which contrasts with information reported in DSAs. In addition, names of beneficiaries are expected to be reported. A comprehensive framework covering existing CLs (incl. guaranteed debt with name of beneficiaries) is not yet available",2 links: https://solomons.gov.sb/wp-content/uploads/2020/08/Solomon-Islands-Debt-Report-as-at-30-06-2020.pdf AND https://www.imf.org/en/Publications/CR/Issues/2020/02/18/Solomon-Islands-2019-Article-IV-Consultation-Press-Release-Staff-Report-and-Statement-by-the-49060,https://solomons.gov.sb/wp-content/uploads/2020/08/Solomon-Islands-Debt-Report-as-at-30-06-2020.pdf,1
Mauritania,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,Reporting is expected on guarantees related to loans and possibly on one PPP (ACE submarine communications cable phase 1) and the stock of domestic debt arrears. No comprehensive framework covering existing CLs (incl. guaranteed debt with name of beneficiaries) is yet available,http://www.tresor.mr/fr/afficher.php?tb=n6GhrA==&id=ZWc=,http://www.tresor.mr/fr/afficher.php?tb=n6GhrA==&id=ZWc=,1
"Micronesia, Fed. Sts.",3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,Reporting is expected on guaranteed debt. No comprehensive framework covering existing CLs (incl. guaranteed debt with name of beneficiaries) is yet available,No source,No source,1
Marshall Islands,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,Reporting is expected on guaranteed debt. No comprehensive framework covering existing CLs (incl. guaranteed debt with name of beneficiaries) is yet available,No source,No source,1
Guyana,3. Other debt statistics / contingent liabilities (CLs),Other debt statistics / contingent liabilities (CLs),No reporting covering the current or previous year of this assessment,1. Insufficient,Reporting is expected on guaranteed debt.  No comprehensive framework covering existing CLs (incl. guaranteed debt with name of beneficiaries) is yet available,https://finance.gov.gy/2020/09/,https://finance.gov.gy/2020/09/,1
