"","STRUCTURE","STRUCTURE_ID","STRUCTURE_NAME","ACTION","FREQ","Frequency.of.observation","REF_AREA","Reference.area","MEASURE","Measure","UNIT_MEASURE","Unit.of.measure","VERSION","Version","TIME_PERIOD","Time.period","OBS_VALUE","Observation.value","CONF_STATUS","Confidentiality.status","DECIMALS","Decimals","OBS_STATUS","Observation.status","UNIT_MULT","Unit.multiplier"
"7621","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","IRL","Ireland","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2018,NA,3.5,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7622","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ITA","Italy","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2018,NA,3,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7623","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","JPN","Japan","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2018,NA,3.25,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7624","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","LVA","Latvia","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2018,NA,3.75,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7625","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","LUX","Luxembourg","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2018,NA,3.875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7626","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","MEX","Mexico","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2018,NA,4.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7627","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","NLD","Netherlands","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2018,NA,3.1875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7628","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","NOR","Norway","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2018,NA,2.5,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7629","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","SVK","Slovak Republic","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2018,NA,3.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7630","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ESP","Spain","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2018,NA,2.9974999,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7631","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","SWE","Sweden","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2018,NA,3,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7632","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","TUR","Türkiye","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2018,NA,2.625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7633","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","GBR","United Kingdom","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2018,NA,2.125,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7634","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","USA","United States","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2018,NA,2.1224999,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7635","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","OECD","OECD","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2018,NA,2.7912829,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7636","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ARG","Argentina","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2018,NA,4.0025001,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7637","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","PRY","Paraguay","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2018,NA,1.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7638","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","PER","Peru","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2018,NA,4,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7639","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","URY","Uruguay","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2018,NA,2.125,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7640","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","AUT","Austria","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2019,NA,3.25,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7641","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","BEL","Belgium","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2019,NA,4.875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7642","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CAN","Canada","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2019,NA,3.13375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7643","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","COL","Colombia","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2019,NA,4,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7644","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CZE","Czechia","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2019,NA,2.125,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7645","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","FIN","Finland","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2019,NA,1.625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7646","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","FRA","France","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2019,NA,3.1275001,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7647","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","IRL","Ireland","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2019,NA,3.5,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7648","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ITA","Italy","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2019,NA,3,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7649","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","JPN","Japan","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2019,NA,3.25,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7650","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","LVA","Latvia","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2019,NA,3.75,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7651","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","LUX","Luxembourg","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2019,NA,3.875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7652","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","MEX","Mexico","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2019,NA,4.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7653","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","NLD","Netherlands","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2019,NA,3.1875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7654","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","NOR","Norway","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2019,NA,2.5,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7655","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","SVK","Slovak Republic","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2019,NA,3.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7656","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ESP","Spain","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2019,NA,2.9974999,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7657","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","SWE","Sweden","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2019,NA,3,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7658","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","TUR","Türkiye","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2019,NA,2.625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7659","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","GBR","United Kingdom","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2019,NA,2.125,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7660","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","USA","United States","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2019,NA,2.1224999,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7661","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","OECD","OECD","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2019,NA,2.7912829,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7662","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ARG","Argentina","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2019,NA,4.0025001,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7663","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","PRY","Paraguay","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2019,NA,1.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7664","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","PER","Peru","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2019,NA,4,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7665","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","URY","Uruguay","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2019,NA,2.125,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7666","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","AUT","Austria","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2020,NA,3.25,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7667","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","BEL","Belgium","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2020,NA,4.875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7668","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CAN","Canada","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2020,NA,3.13375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7669","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","COL","Colombia","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2020,NA,4,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7670","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CZE","Czechia","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2020,NA,2.125,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7671","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","FIN","Finland","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2020,NA,1.625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7672","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","FRA","France","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2020,NA,3.1275001,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7673","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","IRL","Ireland","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2020,NA,3.5,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7674","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ITA","Italy","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2020,NA,3,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7675","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","JPN","Japan","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2020,NA,3.25,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7676","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","LVA","Latvia","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2020,NA,3.75,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7677","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","LUX","Luxembourg","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2020,NA,3.875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7678","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","MEX","Mexico","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2020,NA,4.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7679","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","NLD","Netherlands","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2020,NA,3.1875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7680","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","NOR","Norway","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2020,NA,2.5,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7681","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","SVK","Slovak Republic","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2020,NA,3.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7682","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ESP","Spain","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2020,NA,2.9974999,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7683","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","SWE","Sweden","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2020,NA,3,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7684","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","TUR","Türkiye","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2020,NA,2.625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7685","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","GBR","United Kingdom","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2020,NA,2.125,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7686","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","USA","United States","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2020,NA,2.1224999,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7687","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","OECD","OECD","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2020,NA,2.7912829,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7688","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ARG","Argentina","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2020,NA,4.0025001,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7689","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","AUT","Austria","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2021,NA,3.25,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7690","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","BEL","Belgium","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2021,NA,4.875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7691","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CAN","Canada","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2021,NA,3.13375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7692","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","COL","Colombia","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2021,NA,4,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7693","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CZE","Czechia","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2021,NA,2.125,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7694","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","FIN","Finland","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2021,NA,1.625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7695","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","FRA","France","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2021,NA,3.1275001,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7696","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","IRL","Ireland","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2021,NA,3.5,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7697","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ITA","Italy","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2021,NA,6,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7698","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","JPN","Japan","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2021,NA,3.25,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7699","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","LVA","Latvia","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2021,NA,3.75,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7700","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","LUX","Luxembourg","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2021,NA,3.875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7701","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","MEX","Mexico","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2021,NA,4.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"7702","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","NLD","Netherlands","EPL_CD","Collective dismissals","0_TO_6","0-6 scale","VERSION2","Version 2 (1998-2019)",2021,NA,3.1875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
